manifesto_id,text,cmp_code,eu_code
31230_201706,9 DES PRIORITES SPECIFIQUES POUR LES OUTRE-MER,H,NA
31230_201706,"Les problématiques d’évolution institutionnelle pouvant et devant être abordées dans le cadre desdispositions prévues par la Constitution, tant pour les collectivités régies par l’article 73 (départementsd’outre-mer et collectivités assimilées) que pour celles régies par l’article 74, et celles prévues pourla Nouvelle-Calédonie,",303,NA
31230_201706,"les priorités pour l’Outre-mer résultent du constat préoccupant de situationscommunément caractérisées par l’insécurité, un taux de chômage exceptionnellement élevé, et l’insuffisancedes moyens d’un développement économique autocentré.",706,NA
31230_201706,La sécurité,H,NA
31230_201706,"La sécurité des personnes et des biens est, pour la plupart des collectivités d’outre-mer confrontées àdes niveaux de délinquance grave inacceptables, une priorité absolue.",605.1,NA
31230_201706,"Elle doit être assurée par: • Un renforcement très significatif des moyens de police, de gendarmerie, de douane, de contrôleaux frontières, de justice et d’administration pénitentiaire",605.1,NA
31230_201706,"• Une impulsion spécifique donnée, outre-mer, au dispositif de réserve opérationnelle, militaire etcivile, de nature à renforcer les moyens de sécurité fondés sur le recours à des personnels locaux.",104,NA
31230_201706,L’emploi,H,NA
31230_201706,"Le taux de chômage constaté dans les collectivités d’outre-mer, atteignant ou dépassant en règlegénérale 25%, et davantage auprès des jeunes, ne peut être toléré.",701,NA
31230_201706,"Les mesures pour y remédierdépendent pour partie du cadre statutaire propre à chaque collectivité, et doivent lui être adaptées.",701,NA
31230_201706,"Pour les collectivités régies par l’article 73 de la Constitution (DOM et assimilés), l’action de l’Étatest déterminante et doit comporter les mesures les plus résolues, principalement en matière de soutienà l’activité et à l’emploi par les entreprises.",701,NA
31230_201706,"Ce soutien doit comporter :   • L’application pleine et entière des dispositions générales en matière de charges sociales desentreprises (suppression complète des cotisations à la branche famille), comme de chargesfiscales (taux d’impôt sur les sociétés ramenés à 10, 15 ou 20%)",402,NA
31230_201706,• Un allègement supplémentaire très significatif des charges sociales restant à la chargedes entreprises (renforcement et simplification du dispositif LODEOM),402,NA
31230_201706,"• Participation des collectivités au financement de ces mesures, sur la base de transferts limitésde compétence en matière d’octroi de mer (dont le caractère d’imposition intérieure serarenforcé par son extension aux services) et de TVA (part transférée à la collectivité)",301,NA
31230_201706,"• Un renforcement spécifique du « Plan TPE » : les moyens permettant le développement, outre-mer,des dispositifs « SMA » et « réserve opérationnelle civile », devront être dégagés.",403,NA
31230_201706,"Pour les collectivités régies par l’article 74 et la Nouvelle Calédonie, le soutien à l’emploi assuré parles autorités locales doit être complété par des mesures d’État, comportant notamment le maintien etle renforcement des dispositifs d’aide fiscale à l’investissement dans ces collectivités.",601.1,NA
31230_201706,"Dans le cas particulier de Saint-Martin, où se combinent compétence locale et compétence d’État, l’État doit veiller à la pleine application des mesures d’allègement de charges sociales.",402,NA
31230_201706,"Il doit en outre assumersa responsabilité en matière de transfert de ressources correspondant aux transferts de charge,en restituant à la collectivité les moyens financiers dont elle a été privée : en charge de l’application etdu contrôle des impôts décidés par la collectivité, l’État doit rétablir, pour les impôts directs, la garantiede recettes correspondant aux rôles émis.",301,NA
31230_201706,Le développement économique autocentré,H,NA
31230_201706,Le renforcement des capacités de développement fondées sur la mise en oeuvre de ressources localesdoit être beaucoup plus activement recherché.,408,NA
31230_201706,"Il doit comporter un soutien résolu, de niveau nationalcomme, le cas échéant, européen, aux axes de développement suivants :",408,NA
31230_201706,"• développement des énergies renouvelables (éolien, solaire, géothermie), l’objectif devant être, àterme rapproché, l’autosuffisance de chacune des collectivités d’outre-mer",501,NA
31230_201706,"• soutien aux productions agricoles et agro-industrielles traditionnelles d’exportation (banane,canne, rhum)",703.1,NA
31230_201706,"• développement des productions agricoles vivrières, des filières biologiques, de la pêche, comportantla fixation d’objectifs en termes de satisfaction des besoins de consommation extérieurecomme d’exportation (produits naturels ou transformés)",703.1,NA
31230_201706,"• développement de la croissance bleue, par la mise en valeur du considérable potentiel représentépar les espaces marins (domaine, zee)",416.2,NA
31230_201706,• soutien à l’industrie touristique,408,NA
31230_201706,• aide fiscale aux investissements dans tous les secteurs productifs,402,NA
31230_201706,"• soutien à l’économie numérique et d’abord, généralisation accélérée de l’accès aux réseaux",411,NA
31230_201706,• télémédecine : Développement de la E-santé,411,NA
31230_201706,La lutte contre la vie chère doit prendre appui sur un dispositif spécifique de contrôle des marges derevente sur les produits importés.,412,NA
31230_201706,III. UNE EUROPE QUI PROTÈGE,H,NA
31230_201706,"Le Brexit, la crise des réfugiés, la résurgence de réflexes de repli national et d’autoritarisme dans certainspays de l’Europe centrale et orientale, mais plus généralement la montée des populismes et dessouverainismes dans beaucoup des États membres de l’Union européenne témoignent d’un recul del’espérance européenne.",108,NA
31230_201706,"Certaines des institutions de l’Union sont décriées, leur action est rendue responsable des difficultésaffectant nos agriculteurs, nos pêcheurs, nos entreprises, nos travailleurs ou nos territoires.",108,NA
31230_201706,"En mêmetemps qu’ils réclament volontiers davantage d’efficacité dans l’action commune de l’Union, la plupartde ses gouvernements s’opposent en pratique aux mesures de fédéralisation qui permettraient d’y parvenir.",108,NA
31230_201706,"La crise de l’Europe atteint les citoyens, dont le scepticisme à l’égard de la construction européennes’est accru, quand ils n’y sont pas – pour une minorité d’entre eux – franchement hostiles.",108,NA
31230_201706,"Elle atteintles gouvernants, incapables de s’accorder sur les procédures et les choix qui seraient ceux d’une Europeunie et efficace.",305.1,NA
31230_201706,"Pourtant, l’Europe est nécessaire.",108,NA
31230_201706,"Elle est nécessaire à la paix, qu’elle a su garantir depuis plusd’un demi-siècle.",106,NA
31230_201706,"Elle est nécessaire pour faire face au risque nouveau du terrorisme, comme auxdéfis que posent les mouvements de population massifs notamment dus aux conflits extérieurs.",605.1,NA
31230_201706,"Elle estévidemment indispensable à la maîtrise de phénomènes tels que les dérèglements du climat, la dégradationglobale de notre environnement, ou encore les risques épidémiques que n’arrête nulle frontière.",501,NA
31230_201706,"L’Europe seule peut en outre, sur le plan de l’économie, du commerce et de la monnaie, se mesurer àarmes égales avec les grandes puissances, désormais plus nombreuses, que compte la planète.",108,NA
31230_201706,Je suis pour ma part convaincue de la nécessité d’une réponse européenne aux problèmes de notretemps.,108,NA
31230_201706,"Mais au-delà d’un constat qui devrait s’imposer à tous, je porte aussi, avec les Radicaux,un projet européen qui n’est pas seulement utilitaire.",305.1,NA
31230_201706,Je crois en une construction européenne qui nesoit pas seulement celle d’un marché unique.,108,NA
31230_201706,"Mais qui soit aussi celle d’un espace de solidarité, d’unprogrès de l’humanisme, d’une conquête constamment renouvelée du droit et des libertés, d’un reculdes arbitraires et des intolérances, de la reconnaissance d’une histoire et d’une culture riches et diverses;",201.1,NA
31230_201706,"d’une société prête à s’ouvrir à d’autres pour construire un vivre ensemble où seront garantis,à l’abri des replis communautaristes de tous ordres, l’épanouissement de l’individu et le progrès social.",606.1,NA
31230_201706,"Je demeurerai fidèle à tous les engagements européens des radicaux, et de ceux qui partagent leuridéal.",108,NA
31230_201706,"Celui d’une véritable Europe fédérale, fondée sur une Constitution des États-Unis d’Europe, comportantun véritable gouvernement démocratique européen, un véritable budget fédéral, une harmonisationfiscale et sociale, une politique étrangère et une défense communes.",108,NA
31230_201706,"Je n’ignore pas pour autant que le chemin dans cette direction est long et difficile, semé d’embûches,marqué d’avancées, mais aussi de reculs.",108,NA
31230_201706,Il est clair que les jours d’aujourd’hui ne sont pas les meilleursque la construction européenne a connus.,108,NA
31230_201706,"Il nous faut donc, après avoir réaffirmé nos convictions et nos engagements, rechercher patiemmentmais résolument les voies et moyens d’un nouvel élan pour l’Europe ; identifier tous les lieux oùla construction européenne devrait, et pourrait, être relancée, en prescrire les moyens.",108,NA
31230_201706,"Mais il nous faut aussi convaincre, contribuer à donner à nos citoyens, comme à ceux des autres paysmembres de l’Union ou qui pourraient la rejoindre, le goût de l’Europe, le désir d’Europe.",108,NA
31230_201706,"Pour cela,l’Europe doit être certes réorganisée, mais aussi mieux comprise, plus proche des citoyens, mieux reconnuedans ses interventions utiles et bénéfiques.",202.1,NA
31230_201706,Mon programme pour l’Europe comporte ainsi :  • L’indication de quelques-unes des mesures permettant la relance d’une construction européenneplus efficace,108,NA
31230_201706,"• La proposition d’une mesure nationale visant à rapprocher l’Europe des citoyens, et d’en relancerla construction, non plus seulement par le niveau centralisé des États, mais aussi par celuides territoires, au plus près des citoyens.",301,NA
31230_201706,RELANCER LA CONSTRUCTION EUROPEENNE,H,NA
31230_201706,Par la création d’un gouvernement économique de la zone euro,H,NA
31230_201706,"Je suis en faveur d’un nouveau traité européen qui viendrait refonder la gouvernance de l’Union,la rendre à la fois plus démocratique et plus efficace.",204,NA
31230_201706,"Notamment par la transformation de la Commissionen un véritable gouvernement de l’Europe, constitué sur la base d’un accord de coalition, responsabledevant le Parlement européen, dont les pouvoirs de contrôle seraient renforcés.",202.1,NA
31230_201706,"De même suis-je favorableà un budget européen plus étoffé, alimenté par des ressources propres plus substantielles.",108,NA
31230_201706,"Dans l’attente de tels progrès vers la démocratie européenne, et sans qu’il soit besoin d’en passer parla procédure longue et hasardeuse de la révision des traités existants, peut être obtenue la constitutiond’un gouvernement économique de la zone euro.",202.1,NA
31230_201706,"Venant utilement compléter, et balancer, le gouvernement monétaire exercé par la Banque CentraleEuropéenne, un gouvernement économique de la zone euro, qu’il est aisé de constituer par simplesdispositions pratiques entre les gouvernements des États qui la forment, jouerait un rôle essentiel enmatière de cohérence des politiques économiques et budgétaires de ces États, et serait le moteur d’initiativesde portée plus générale, notamment en matière d’harmonisation fiscale, ou même de premierséléments d’un budget et d’une fiscalité communs.",409,NA
31230_201706,"Afin de conférer une meilleure dimension démocratique au gouvernement de la zone euro, pourrait s’organiser,à échéances régulières, la réunion des membres du Parlement européen représentant les paysde la zone euro, disposants (hors dispositions d’un nouveau traité) de capacités d’information et d’avis.",202.1,NA
31230_201706,Par les coopérations renforcées,H,NA
31230_201706,"Les avancées vers davantage de politiques communes, et pour une harmonisation plus complète dansles domaines de la fiscalité ou de la protection sociale, se heurtent à des règles de prises de décisionqui, souvent, les rendent inaccessibles.",108,NA
31230_201706,"Il en est ainsi de l’harmonisation des fiscalités directes, quirequiert l’unanimité.",108,NA
31230_201706,Les coopérations renforcées entre États volontaires sont en revanche possibles.,108,NA
31230_201706,Il faut y recourir.,108,NA
31230_201706,"Notammenten matière fiscale, où doit être prioritairement recherchée l’harmonisation de la fiscalité dessociétés, sur le modèle « ACCIS » proposé par la Commission, compatible avec nos propositions enmatière de fiscalité des sociétés au plan national.",108,NA
31230_201706,L’amorce de coopérations renforcées sur le terrain de l’harmonisation des niveaux de rémunérationsalariale et de la protection sociale doit être également engagée.,701,NA
31230_201706,"Jusqu’à l’obtention d’un degré suffisantd’harmonisation sociale, la protection des salariés et de l’emploi au niveau national doit êtreassurée, notamment par l’adaptation de la directive sur les travailleurs détachés.",701,NA
31230_201706,Par l’édification d’une Europe de la défense et de la sécurité,H,NA
31230_201706,"La menace terroriste, qui vise toutes les démocraties européennes, les positions affichées par le nouveauPrésident des Etats-Unis, qui font craindre une moindre détermination américaine à protéger l’Europe,favorisent la prise de conscience de l’intérêt, pour les Etats européens, d’avancer beaucoup plusrésolument sur la voie d’une politique européenne de défense et de sécurité.",104,NA
31230_201706,"De premières avancées sont indispensables en matière de renseignement, de coopération anti-terroriste,de gestion commune des frontières extérieures.",605.1,NA
31230_201706,"Des coopérations renforcées doivent être recherchées avec d’autres acteurs potentiels de la défensede l’Europe (Allemagne, Espagne, etc.).",104,NA
31230_201706,Une prise en compte par les institutions européennes de l’effort spécifique accompli par la Franceau profit de la défense de tous les pays membres doit être demandée.,104,NA
31230_201706,Tendant à ce qu’une part descrédits d’investissement et de fonctionnement des armées puisse être déduite de l’évaluation du soldebudgétaire au regard des critères du pacte de stabilité et de croissance.,414,NA
31230_201706,Par la définition d’un droit d’asile européen et d’une politique migratoire commune,H,NA
31230_201706,Droit d’asile européen,H,NA
31230_201706,Un droit d’asile européen clair et cohérent doit être défini.,201.2,NA
31230_201706,"Au-delà des quelques éléments déjà mis enplace (dispositif de sauvetage en mer, de surveillance de certaines zones maritimes), il est nécessaire de :",201.2,NA
31230_201706,• persister dans la voie d’un mécanisme de solidarité intra-européenne fondé sur une répartitionobligatoire des demandeurs d’asile entre les États membres,201.2,NA
31230_201706,"• d’encourager les efforts de l’ensemble des États membres en matière de réinstallation, en demandantla délivrance de visas humanitaires dans les ambassades ou consulats des Étatsmembres dans les pays tiers et en insistant sur la nécessité d’une approche holistique enmatière de migrations qui prennent en compte tous les aspects de la migration, y compris lamigration économique et climatique",201.2,NA
31230_201706,• de responsabiliser tous les États membres en vue de la transposition pleine et entière des instrumentsdu régime d’asile européen commun pour que les demandes d’asile reçoivent untraitement équivalent quel que soit le pays d’accueil dans l’Union,201.2,NA
31230_201706,• de soutenir les actions de coopération permettant aux pays tiers de renforcer leurs capacités enmatière d’asile et de promouvoir les politiques de développement,201.2,NA
31230_201706,Politique migratoire européenne,H,NA
31230_201706,La définition et la mise en oeuvre d’une politique migratoire commune pour l’ensemble de l’Union européenne devront être recherchées.,602.2,NA
31230_201706,Par la recherche d’une préférence européenne,H,NA
31230_201706,Aux premiers pas de la construction européenne étaient mises en oeuvre desdispositions assurant une « préférence communautaire » aux productionsdes Etats membres de la CEE.,406,NA
31230_201706,"A l’heure où, après une période delibéralisation insuffisamment contrôlée des échanges commerciaux internationaux,se profilent des vues protectionnistes, le moment paraît venud’avancer la proposition d’une « préférence européenne » pour les productionsdes Etats membres de l’Union.",406,NA
31230_201706,"Fondée sur l’appel à des critères sociaux et environnementaux, la « préférenceeuropéenne » contribuerait à la protection de nos industries à l’égardd’importations favorisées par des conditions de production compatiblesavec le respect de normes sociales et environnementales satisfaisantes.",416.2,NA
31230_201706,"Elle favoriserait également, par un meilleur respect de ces normes,l’amélioration des conditions de travail dans les pays producteurs et un pluslarge respect des objectifs de protection de l’environnement.",403,NA
31230_201706,RAPPROCHER L’EUROPE DES CITOYENS,H,NA
31230_201706,"L’apport des politiques européennes aux citoyens et aux territoires doit être plus clairement perçu,expliqué, justifié.",108,NA
31230_201706,"Un tel effet de rapprochement entre l’Europe et les citoyens peut être grandementfavorisé, en France, par la réforme du mode d’élection des représentants au Parlement européen.",202.1,NA
31230_201706,"Je propose que les députés européens soient élus, au scrutin proportionnel, dans des circonscriptionscorrespondant aux actuelles grandes régions.",202.1,NA
31230_201706,"Cette réforme aura pour prolongement naturel d’inviter les députés européens à rendre compte deleur mandat, une fois par an, devant les conseils régionaux.",202.1,NA
31230_201706,"Cet échange serait l’évidente occasionde faire apparaître, non seulement l’efficacité des élus au bénéfice de leurs électeurs, mais, plus généralement,l’intérêt, pour chacune des régions, des interventions de l’Europe.",202.1,NA
31230_201706,Un tel lien privilégié entre l’Europe et les grandes régions trouve toute sa justification dans lesresponsabilités économiques que partagent ces deux échelons de l’action publique.,202.1,NA
31230_201706,"Parallèlement, je défendrai avec vigueur le maintien et le développement des politiques régionalesde l’Union, notamment celles fondées sur les interventions des fonds structurels.",301,NA
31230_201706,Je m’opposerai àtoute mesure qui tendrait à substituer aux subventions les seules formes d’aide à caractère de prêts.,403,NA
31230_201706,"DANS L’ATTENTE D’UNE POLITIQUE DE RELATIONS EXTERIEURES ET D’UNE DIPLOMATIE EUROPEENNES, QUELLE POLITIQUE ETRANGERE POUR LA FRANCE ?",H,NA
31230_201706,"S’inscrivant, pour l’essentiel, dans le prolongement de la politique étrangère conduite par le PrésidentHollande, la diplomatie française devra continuer d’oeuvrer :",107,NA
31230_201706,"• En faveur de la paix et de la sécurité,",106,NA
31230_201706,"• Contre le terrorisme,",605.1,NA
31230_201706,"• Pour la protection, partout dans le monde, des droits de l’homme et des libertés,",201.2,NA
31230_201706,"• Pour un développement plus égal, par l’aide aux pays moins avancés et la coopération",107,NA
31230_201706,"Le changement du contexte international, la remontée en puissance des nationalismes, des populismeset de l’isolationnisme, obligent toutefois à des inflexions :La politique étrangère de la France devra se montrer plus indépendante à l’égard d’une diplomatieaméricaine hésitante, plus réaliste dans ses rapports avec d’autres puissances.",103.1,NA
31230_201706,"L’autoritarisme et les actions de force unilatérale de la Russie de Vladimir Poutine, ainsi, ne sauraientêtre approuvés.",202.1,NA
31230_201706,"Pour autant, la Russie est une grande nation européenne, avec laquelle le dialogue,même s’il doit être ferme, est indispensable.",107,NA
31230_201706,"L’évolution du régime turc, défavorable à la démocratie et aux libertés, de même, ne peut être considéréeavec faveur.",202.1,NA
31230_201706,"Mais nul ne peut oublier que la Turquie a toujours partagé une histoire commune avecl’Europe, et qu’elle a su, au XX° siècle, se rénover sur la base du principe de laïcité.",108,NA
31230_201706,"Le régime du momentne saurait être confondu avec ce qu’est véritablement la Turquie : une part de l’Europe, appelée àretrouver le chemin du droit et des libertés, par son intégration, le moment venu, à l’Union Européenne.",108,NA
31240_201706,L'AVENIR EN COMMUN,H,NA
31240_201706,Le programme de la France insoumise et son candidat Jean-Luc MÉLENCHON,H,NA
31240_201706,L’avenir en commun,H,NA
31240_201706,Notre pays est neuf.,601.1,NA
31240_201706,"L’urbanisation accélérée et le métissage de sa population depuis un siècle, l’élévation fantastique du niveau d’éducation de son peuple, la mise en oeuvre des conquêtes sociales l’ont métamorphosé!",601.1,NA
31240_201706,Notre pays est jeune: sa population sera bientót la première en Europe.,601.1,NA
31240_201706,Notre pays est puissant: son économie compte parmi les premières du monde.,601.1,NA
31240_201706,De tout cela que faisons-nous à l’heure oú l’humanité entière doit relever les plus grands défis collectifs du fait du dérèglement climatique et de la menace d’épuisement qui pèse sur l’écosystème?,501,NA
31240_201706,"Regardons-nous: le pays est défiguré par le chómage,",701,NA
31240_201706,"la pauvreté,",503,NA
31240_201706,"le productivisme le plus aveuglé,",416.2,NA
31240_201706,et les communautarismes fielleusement entretenus!,608.1,NA
31240_201706,"Pillé et démoralisé, il est rendu incapable de déployer son formidable potentiel humain, technique et culturel.",601.1,NA
31240_201706,"La finance, la cupidité, les préjugés de classe,",503,NA
31240_201706,le sexisme et le racisme ordinaires pourrissent tout.,606.1,NA
31240_201706,Quel genre de pays sommes-nous devenus au bout de trente ans de gâteries aux puissants jamais rassasiés?,503,NA
31240_201706,"Le nombre des millionnaires augmente, mais ses millions de salariés, ouvriers, employés, ses paysans se désespèrent, ses retraités peinent à boucler les fins de mois!",503,NA
31240_201706,"Des centaines de milliers de familles travaillent dur et sont devenues pauvres, ses diplómés vivent dans la précarité!",503,NA
31240_201706,Les suicides des salariés s’ajoutent aux centaines de morts annuels sur le poste de travail.,701,NA
31240_201706,Voici les seniors jetés au chómage dans l’attente d’une retraite sans cesse repoussée!,701,NA
31240_201706,Les classes moyennes s’enfoncent dans la gêne.,704,NA
31240_201706,"Jusqu’aux artisans, commerçants, chefs de petites entreprises qui enragent quand la finance déserte la production réelle, vide les carnets de commandes, ubérise tout, et ponctionne un pesant impót privé à coups d’intérêts ou d’agios sur la moindre transaction.",403,NA
31240_201706,Quel genre de valeurs domine notre pays quand ses enseignants et ses personnels de santé sont si mal payés et si maltraités au travail?,701,NA
31240_201706,Oú est la République quand l’État a honte de lui-même?,303,NA
31240_201706,Quand ses serviteurs sont traités comme des parasites encombrants?,503,NA
31240_201706,Quand ses services publics délabrés ne tiennent plus que par l’acharnement au travail de leurs salariés?,701,NA
31240_201706,Quand la désorganisation territoriale met les populations en concurrence et éloigne toujours plus les citoyens du pouvoir?,301,NA
31240_201706,Quel est ce pays désormais livré aux abus de l’état d’urgence?,201.1,NA
31240_201706,Quelle infamie quand des salariés sont destinés à la prison pour avoir défendu leur emploi!,701,NA
31240_201706,La liste de ces hontes est longue.,303,NA
31240_201706,Je crois qu’on peut en finir avec tout cela.,303,NA
31240_201706,Notre peuple a le goút du futur.,601.1,NA
31240_201706,"Les nouvelles générations, comme les autres avant elles, vibrent du même désir d’avoir une vie digne de leurs espérances.",706,NA
31240_201706,Notre pays déborde d’énergie et de savoir-faire.,601.1,NA
31240_201706,Il est aux avant-postes des domaines les plus avancés de l’esprit humain.,601.1,NA
31240_201706,"Il regorge de bonnes volontés, d’envie de se rendre utile, d’imagination et de capacité de création.",601.1,NA
31240_201706,Sa langue est en usage commun dans 29 pays du monde et elle formera le troisième groupe de locuteurs d’ici peu.,601.1,NA
31240_201706,"Avec ses 35 frontières, si la France développe son identité universaliste, elle peut coopérer directement avec les peuples de tous les continents.",107,NA
31240_201706,"Si elle se rend indépendante, elle peut contribuer en première ligne à la paix du monde.",106,NA
31240_201706,N’est-ce pas terriblement urgent face à la menace montante de guerre généralisée?,106,NA
31240_201706,Vous avez entre les mains un programme conçu pour répondre positivement aux défis de notre temps.,305.1,NA
31240_201706,Ce programme a été préparé sur de longs mois de travail collectif.,305.1,NA
31240_201706,"Mais, au-delà même des milliers de personnes qui l’ont mis en forme, sachez qu’il emprunte aussi très largement aux travaux des associations, des syndicats et des collectifs citoyens.",606.1,NA
31240_201706,"Car, depuis des décennies, ceux-ci ont maintenu éveillées les consciences et mené l’action de terrain que la caste des puissants a toujours méprisé.",503,NA
31240_201706,Ce programme a une cohérence.,305.1,NA
31240_201706,Un fil commun relie ses chapitres et les mesures qui le composent.,305.1,NA
31240_201706,J’en résume rapidement les aspects.,305.1,NA
31240_201706,"À nos yeux, l’urgence écologique,",501,NA
31240_201706,le désastre social,503,NA
31240_201706,et le délabrement de la démocratie sont les trois visages d’une même réalité.,202.1,NA
31240_201706,Nous étouffons sous le règne de la finance.,403,NA
31240_201706,"Elle gouverne le monde avec sa cupidité insatiable, sa certitude absurde que les intérêts particuliers sont seuls légitimes, que tout peut s’acheter et tout peut se vendre, que le libre-échange des marchandises et la circulation sans contróle des capitaux sont les meilleurs organisateurs de toutes les activités humaines.",403,NA
31240_201706,Voilà bien ce qui détruit la planète et les êtres humains.,416.2,NA
31240_201706,"Et, pire que tout, le règne de la finance détruit cette formidable capacité des êtres humains à coopérer entre eux pour résoudre leurs problèmes, ce que nous nommons démocratie.",202.1,NA
31240_201706,"C’est pourquoi la priorité pour nous c’est de donner le pouvoir, tout le pouvoir, au peuple, c’est-à-dire à la communauté humaine, parce qu’elle est la mieux placée pour s’occuper de son intérêt général.",202.1,NA
31240_201706,Le peuple souverain doit définir lui-même ses règles de fonctionnement politique.,202.1,NA
31240_201706,La monarchie présidentielle doit être abolie.,204,NA
31240_201706,La convocation d’une assemblée composée de gens qui n’ont jamais été élus au Parlement auparavant pour écrire une nouvelle Constitution est l’acte fondateur par lequel nous commencerons le prochain quinquennat.,204,NA
31240_201706,"Vous lirez les propositions que nous faisons pour que le peuple, après cela, garde sa capacité d’initiative, tout en garantissant la nécessaire stabilité des institutions.",202.4,NA
31240_201706,"Pendant que cette Assemblée constituante fera son travail, tout le reste du programme commencera à être mis en oauvre.",204,NA
31240_201706,"Avec la planification écologique, nous organiserons le changement global de notre façon de produire, d’échanger et de consommer, pour mener une vie en harmonie avec la nature dont nous sommes partie prenante.",416.2,NA
31240_201706,"Cette organisation est nécessaire pour passer à l’agriculture paysanne, développer l’économie de la mer, substituer 100% d’énergie renouvelable et sortir méthodiquement du nucléaire.",416.2,NA
31240_201706,"300000 emplois dans l’agriculture, 300000 dans l’économie de la mer, 900000 pour la transition énergétique, c’est beaucoup d’emplois qualifiés à pourvoir.",701,NA
31240_201706,Il faudra donc répondre à un fort besoin d’enseignement professionnel et de qualification de haut niveau.,506,NA
31240_201706,Cela prouve que le progrès humain est la clef du progrès écologique et de l’activité économique.,506,NA
31240_201706,"La culture, les sciences, le sport, tout ce qui augmente, protège ou répare les capacités proprement humaines est le moteur du nouveau modèle que nous proposons.",503,NA
31240_201706,"Nous récusons la violence crue généralisée que le système actuel fait subir à tous les êtres sensibles, humains et animaux.",000,NA
31240_201706,Nous nous donnons les moyens d’une société en pleine conscience de sa participation à tous les aspects de la vie de la planète.,606.1,NA
31240_201706,"C’est pourquoi nous voulons que la France soit une nation universaliste, qu’elle soit avant tout un facteur de paix, alors que se précise la marche vers une guerre généralisée.",106,NA
31240_201706,"Pour cela notre pays doit conquérir son indépendance,",103.1,NA
31240_201706,"sortir de la coalition militaire agressive qu’est l’Otan, afin d’agir pour construire une nouvelle alliance altermondialiste des peuples",103.1,NA
31240_201706,"et peser de tout notre poids pour créer un monde ordonné autour de la communauté des nations qu’incarne l’Onu, en dépit de ses défauts.",107,NA
31240_201706,"Plutót qu’à la guerre et aux compétitions, c’est aux coopérations que nous voulons nous consacrer.",105,NA
31240_201706,"Notre priorité doit être de nous tourner vers les frontières de l’humanité et d’y apporter notre contribution active: la mer, l’espace, les mondes du numérique.",107,NA
31240_201706,Là encore l’expansion humaine doit entrer dans une phase de pleine responsabilité et de prise de conscience des enjeux du long terme!,501,NA
31240_201706,Rien de tout cela n’est possible sans une profonde et méthodique réorganisation de l’usage et de la répartition des richesses produites.,503,NA
31240_201706,Qu’est-ce qu’une richesse?,503,NA
31240_201706,"Cela doit être repensé et agir contre les abus de l’obsolescence programmée, des incitations à un consumérisme irresponsable et à un mode d’alimentation nocif.",403,NA
31240_201706,"Une société plus égalitaire est nécessaire non seulement pour donner à chacun les moyens de développer son potentiel personnel,",503,NA
31240_201706,"mais aussi pour en finir avec un modèle d’arrogance, d’accumulation et de consommations ostentatoires, aussi nuisibles et immorales que ridicules.",416.2,NA
31240_201706,"Un barème d'impót progressif étalé sur quatorze tranches, une échelle des salaires limitant l’écart de un à vingt au maximum,",701,NA
31240_201706,"le partage du temps de travail libéré par les progrès de l’automatisation et de l’intelligence artificielle, réparti dans la semaine, le mois, l’année et dans la durée de la vie professionnelle, la limitation du droit du capital en fonction de la durée de son investissement, la définition d’une véritable citoyenneté dans l’entreprise, le droit de préemption des salariés pour acquérir en coopérative leur entreprise",701,NA
31240_201706,: voyez vous-même au fil des pages comment nous avons pensé la transition vers une société plus douce et donc plus égalitaire dans ses rapports sociaux.,503,NA
31240_201706,"Pour cela, il faut balayer la caste qui a capté le pouvoir.",304,NA
31240_201706,Il est grand temps de réparer les dégâts de la sombre période que nous venons de vivre.,304,NA
31240_201706,"Nos vies ne doivent plus être dominées par le règne du temps court, le patriarcat, la peur du lendemain, la guerre de chacun contre tous et l’abrutissement publicitaire.",606.1,NA
31240_201706,Le progrès humain peut devenir notre boussole.,506,NA
31240_201706,Il faut pour cela changer le cadre fondamental dans lequel la France agit.,601.1,NA
31240_201706,Les traités européens nous retirent toute liberté d’action.,110,NA
31240_201706,"Devant la décomposition de l’Union européenne et ses brutalités croissantes contre la démocratie, devant son obstination à opposer entre eux les salariés des pays membres en refusant toute harmonisation sociale et fiscale, et contre ses propensions belliqueuses, tout commence par la reconquête de notre indépendance.",110,NA
31240_201706,"Cette Europe-là, soit on la change (plan A),",110,NA
31240_201706,soit on doit la quitter (plan B).,110,NA
31240_201706,Et c’est par là que tout commencera.,110,NA
31240_201706,"Loin du déclinisme, épousant le goút des grandes épopées collectives de notre histoire, notre projet est celui d’une France insoumise et fière de l’être, au service de l’avenir en commun des êtres humains.",601.1,NA
31240_201706,Un programme en évolution permanente,H,NA
31240_201706,"Depuis des mois, nous travaillons à son actualisation et à son développement.",305.1,NA
31240_201706,"La première étape du processus a ouvert les portes à tous les soutiens: entre les mois de février et aoút, environ 3000 contributions ont été déposées sur le site internet jlm2017.fr par les insoumis.",305.1,NA
31240_201706,Elles ont été lues et synthétisées par une équipe d’une vingtaine de rapporteurs répartis par thème.,305.1,NA
31240_201706,"Pour la deuxième étape, nous avons organisé seize auditions programmatiques avec des chercheurs, des professionnels et des militants, afin de dessiner les axes majeurs du programme et de préciser les conditions de sa mise en oeuvre.",305.1,NA
31240_201706,"Dans un troisième temps, les forces politiques appuyant la candidature de Jean-Luc Mélenchon ont aussi apporté leurs contributions.",305.1,NA
